User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
05 NON STOP⚡️,@jayvinyoung,2023-01-15 18:58:50,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614698641259728900,0,0,5.95
Ashish,@ashishdabole,2023-01-15 18:58:49,RT @TheAusToday: Buddhist Council of Victoria and Victorian Council of Churches issue statement condemning the attack on #Hindu #Temple @BAPS We deplore that a peaceful place of religious worship has been targeted in this way. We are especially concerned about the threats to the Hindu community. https://t.co/3Uff4ECUC8,,https://www.twitter.com/user/status/1614698639238254592,0,0,0.07
Pontus Sturk,@Butango,2023-01-15 18:58:42,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614698606367309826,0,0,0.17
Yarabibi,@Yarabibi123,2023-01-15 18:58:41,"@rebelpuss Because those will be targeted when they use mRNA in our food.

https://t.co/zt7Dg95RzV",,https://www.twitter.com/user/status/1614698604320460802,0,0,0.07
Jeremy Gurney,@LIBERALSGROOM,2023-01-15 18:58:41,"@Bermannio @tmsilverman @TerryBrennan211 I don’t attend PTA meetings bc I’m afraid if I speak out with my views my child will be targeted by the system.  It’s not cowardly, it’s done bc I don’t want my children to be targeted for my views.  Which I 100% believe would happen.  I’m not a 🐑, I’m trying not to do damage.",,https://www.twitter.com/user/status/1614698602844114945,0,2,0.02
Scott Strasemeier,@ScottStras,2023-01-15 18:58:36,"RT @HoopsWeiss: xavier coach sean miller saw guard souley boum play at utep when he was still at zona, targeted him in portal. turned out to be great get for musketeers.",,https://www.twitter.com/user/status/1614698584464842752,0,0,7.56
Faith Blessed,@FaithBl54874708,2023-01-15 18:58:29,"RT @Taehyungimpact: Fr some of you guys moving like his real antis, it’s suspicious or you guys has been waiting for this moment to let out the hatred. He has been targeted of h@tes for months now, you guys don’t simply see him as a person nor human atp.",,https://www.twitter.com/user/status/1614698552109711364,0,0,0.06
Bondforged Pronoun Anarchy,@GreyWays,2023-01-15 18:58:25,"RT @smolrobots: It's the whiplash that gets you. It's the swerve from ""slurs don't matter, get over yourselves"" to ""oh, of course that's a slur"" and what you have to track is not the logic of the argument (for there is none) but who is targeted by it.",,https://www.twitter.com/user/status/1614698535810699264,0,0,1.44
MOUNT ZION,@HeyyBigGuy,2023-01-15 18:58:03,I feel targeted but https://t.co/3KUp7MpCvA https://t.co/tUInIGX1Zf,,https://www.twitter.com/user/status/1614698445381550088,2,3,0.08
Sean Sweetingham,@seanieboy392,2023-01-15 18:57:58,"RT @NOELreports: In the Bakhmut direction, a Russian BMP was targeted and destroyed. https://t.co/KOPGUKk7yo",,https://www.twitter.com/user/status/1614698423625695234,0,0,0.21
Big N.O.K Dino-Mite,@FreshUgg,2023-01-15 18:57:57,"@DeptofDefense 
Yeah I'm not a wealthy person yet I hire scientist I got tired of being poor after being targeted.
I got tired of being upset and I do get my hands on a lot of illegal information.",,https://www.twitter.com/user/status/1614698420953923585,0,0,0.02
Dr. Natalie,@nattywal,2023-01-15 18:57:57,"RT @RealTimeNews10: Folks Auto Thefts is at a very HIGH rate right now. All across the region. It is indeed one of the biggest problems in this area. Kia, Toyota and Honda is being targeted the most from what I'm always hearing. Maybe get a club or other device when parked, and never leave running. https://t.co/pn9Sy8j7BN",,https://www.twitter.com/user/status/1614698418919596033,0,0,0.32
CT⁷⁹SN¹¹⁹🎷ᵛ,@Thvmic_,2023-01-15 18:57:56,"RT @thvreport: Report these 🐯 antis under targeted harassment, sp@m and h@cked 

📎 https://t.co/Q4FS5RIPHF
📎https://t.co/y4FJDwFu28 https://t.co/bIOUQp8OHT",,https://www.twitter.com/user/status/1614698416180707330,0,0,0.13
carl314159,@carl314159,2023-01-15 18:57:56,"@UsualLoner @ThePetWaffle @Esosa_CA_Films Previous nsw data is available on the site I linked. It has been collated here. 
I want to be wrong, so please help me with some evidence to show how an intramuscular jab can produce targeted mucosal immunity. How does vax induced antibody cross the lung epithelial layer? https://t.co/TmtY498Jk7",,https://www.twitter.com/user/status/1614698413765058561,0,0,0.28
Stacey,@Stacearoo,2023-01-15 18:57:52,@TaraBrown96 Nope! I need the trial so we can hear what happened with the roommates not calling til late and how and why he targeted them and just... why. So senseless and awful 💔,,https://www.twitter.com/user/status/1614698398233366528,0,0,0.45
MUNEEB UR REHMAN,@MuneebU90674010,2023-01-15 18:57:50,RT @ShayanA2307: PML-N have targeted @Jemima_Khan after a picture was posted of us at an APOLITICAL event. @Jemima_Khan has done so much for Pakistan and we must all appreciate her efforts instead of spreading false rumours to undermine her efforts,,https://www.twitter.com/user/status/1614698389551063040,0,0,0.08
Suheib Abdiweli,@SuheibWeli,2023-01-15 18:57:50,"RT @DailyJubba: #BREAKING: Businessman &amp; Activist Yahya Hared has been shot dead in #Kismayo, Lower Jubba region.

Yahya is yet another victim in the ever increasing spate of targeted killings in Kismayo, where the one-city #Jubaland administration routinely kills any of its critics. https://t.co/HFCxi3nDOW",,https://www.twitter.com/user/status/1614698388003459077,0,0,1.03
Pastor Tony Hayble,@osagie1966,2023-01-15 18:57:46,Local motorists warned after car was targeted with plastic cable tie https://t.co/9HzRoH004k,,https://www.twitter.com/user/status/1614698373671419907,0,0,2.29
Less is Mø 🌻🌻🌻💙💛🌻🌻🌻,@mo_art_mo,2023-01-15 18:57:29,RT @MadiBoity: A repossessed car is not a stolen car - just clarity to Koko Matshela fans who insinuate that he is being targeted.,,https://www.twitter.com/user/status/1614698303660105729,0,0,1.58
⚔️🇸🇴🐪,@SomaliEmir,2023-01-15 18:57:25,"RT @DailyJubba: #BREAKING: Businessman &amp; Activist Yahya Hared has been shot dead in #Kismayo, Lower Jubba region.

Yahya is yet another victim in the ever increasing spate of targeted killings in Kismayo, where the one-city #Jubaland administration routinely kills any of its critics. https://t.co/HFCxi3nDOW",,https://www.twitter.com/user/status/1614698284844556290,0,0,12.34
Beermat,@Beermat4,2023-01-15 18:57:19,@On_The_News_Ltd And why are their faces deliberately blurred? Protected by the woke yet again. It’s only a matter of time until the woke are targeted and we will see what happens when their children come under threat.,,https://www.twitter.com/user/status/1614698257980047362,0,0,0.06
litscrib,@finn_charlene,2023-01-15 18:57:05,@kwerty8154 @MacFarlaneNews Democrats aren’t upset bc of transparency. They are up set only if gop twists thruth by picking &amp; choosing. The video is out there. That’s why all the interviews etc are npublic domain now. If gop releases videos of faces that will b targeted by trolls &amp; haters that’s bad.,,https://www.twitter.com/user/status/1614698201248067590,1,3,1.1
Sahibzada Habib,@Ul35784174Habib,2023-01-15 18:56:54,"More than 700 members of the former government were killed in targeted killings in Afghanistan. The United Nations Security Council has taken notice of Amnesty International. Nazif Khan Ashanghar 15 January 2023
@UN @amnesty @cnni 🤔😢",,https://www.twitter.com/user/status/1614698156704268288,0,0,0.06
Jelena Budjevac,@jbudjevacATwork,2023-01-15 18:56:53,"RT @RealTimeNews10: Folks Auto Thefts is at a very HIGH rate right now. All across the region. It is indeed one of the biggest problems in this area. Kia, Toyota and Honda is being targeted the most from what I'm always hearing. Maybe get a club or other device when parked, and never leave running. https://t.co/pn9Sy8j7BN",,https://www.twitter.com/user/status/1614698150656356352,0,0,0.21
Yacknom (LP),@GeorgeO08858590,2023-01-15 18:56:43,"RT @_ikemba: Terrorists who attacked Kafin Koro Community in Paikoro LGA of Niger State in the early hours of today have burnt a Reverend Father, Isaac Achi of Saint Peter and Paul Catholic Church, to death. Priests are clearly targeted these days. This is sad 😔 @FrUgochukwu @OmaonuhLadi https://t.co/JdjDYqIlKN",,https://www.twitter.com/user/status/1614698108893421569,0,0,0.35
Abdinasir Cadhaa,@TheRealGaraad,2023-01-15 18:56:38,"RT @DailyJubba: #BREAKING: Businessman &amp; Activist Yahya Hared has been shot dead in #Kismayo, Lower Jubba region.

Yahya is yet another victim in the ever increasing spate of targeted killings in Kismayo, where the one-city #Jubaland administration routinely kills any of its critics. https://t.co/HFCxi3nDOW",,https://www.twitter.com/user/status/1614698089419313156,0,0,1.56
Hammad Gujjar PML N,@Hammad__PMLN,2023-01-15 18:56:23,RT @abubakarumer: Over 8000 KMs of farm to market roads were constructed to facilitate the Kissan in transporting their agricultural yield. Along-with targeted &amp;  required subsidies to encourage agricultural growth &amp; investment in this area.,,https://www.twitter.com/user/status/1614698024952815618,0,0,0.68
clare griffiths,@teamgriffiths,2023-01-15 18:56:10,RT @CameronRhona: Rape monster who targeted female victims demands move to WOMEN'S prison | The Scottish Sun…… surely to god someone has a brain here 🙄🙄🙄 https://t.co/nAWJpP5Gwq,,https://www.twitter.com/user/status/1614697972104658944,0,0,0.23
FanGirl2000🌞,@jakelyn_meza,2023-01-15 18:56:10,"RT @_iitsdee: i love the grandad’s side who tries to understand what ferit feels. 
he gives him targeted, right advice, important teachings with a few simple words, and ferit, realizing that he’s truly being listened to, lets his heart speak out bringing out all his emotions.

#yalıçapkını https://t.co/VpobhU0jXO",,https://www.twitter.com/user/status/1614697971785908227,0,0,0.35
Amatuer Emergency Therapy Machine 🌻,@CybertheRobotD1,2023-01-15 18:56:01,"RT @Progress_AZ: The 2023 session has begun, and already #Arizona Republicans are pushing horrifying attacks on the #LGBTQ+ community, despite a clear rejection of their bigoted agenda by AZ voters.

Last year, the AZGOP targeted gender-affirming care &amp; trans kids in school athletics. (1/2) https://t.co/gt2CmVWjao",,https://www.twitter.com/user/status/1614697933818978308,0,0,0.27
CtrlSec - 0,@CtrlSec0,2023-01-15 18:56:01,"Targeted #ISIS accounts (new 🔗 format)
https://t.co/PIA5yVtL3y 👾
https://t.co/plApJLy72c🗽
https://t.co/KUHqGLJlLw 👾
#ctrlsec #targets #iceisis #opiceisis",,https://www.twitter.com/user/status/1614697932468396032,0,0,10.71
King Lugard,@Skutzhk,2023-01-15 18:55:51,"RT @patrickanum: @SaharaReporters These are systemic killings which are not coincidental 

Lots of international organizations have corroborated this fact that these are targeted at selected communities and individuals",,https://www.twitter.com/user/status/1614697892073152512,0,0,1.78
Neon🐺,@NeonTheWolf_,2023-01-15 18:55:50,"@TallDergal @destinytrack It is actually real but yeah it is a pretty rare occurrence so it’s very unlikely to happen to you unless you’re really unlucky

It seems to primarily be targeted towards players who have Stadia linked to their account so if you don’t have that then it probably wont happen",,https://www.twitter.com/user/status/1614697886406639617,0,0,0.38
JS,@J060170,2023-01-15 18:55:44,"@johnson_led @gartmartin9 @MarshaBlackburn Furthermore, abortions were brought about as an ethnic cleansing of the black race. Look it up - Margret Sanger. It’s tragic that an entire race was targeted and still is quite frankly. 900+ A DAY. Thats NOT 10 yr olds being raped. That’s only black babies. 3 times that of whites",,https://www.twitter.com/user/status/1614697861320417283,0,0,0.15
The Daily Jubba,@DailyJubba,2023-01-15 18:55:34,"#BREAKING: Businessman &amp; Activist Yahya Hared has been shot dead in #Kismayo, Lower Jubba region.

Yahya is yet another victim in the ever increasing spate of targeted killings in Kismayo, where the one-city #Jubaland administration routinely kills any of its critics. https://t.co/HFCxi3nDOW",,https://www.twitter.com/user/status/1614697821348978689,17,36,85.81
Daisy-hoon,@KussiArt,2023-01-15 18:55:33,RT @snghcentric: this is a targeted attack https://t.co/Zw7EOpE0OR,,https://www.twitter.com/user/status/1614697814390624257,0,0,0.01
Jeff Bullas,@jeffbullas,2023-01-15 18:55:32,"Reach more Instagram followers with targeted Hashtags and grow your followers organically. 

Learn more: &gt;&gt;&gt; https://t.co/BrKfEPpiFz

#instagrammarketing #instagramgrowth #instagramfollowers https://t.co/zf7nKeUlsJ",,https://www.twitter.com/user/status/1614697813190787076,1,3,1239.73
Tim Hughes,@TimHugh90769091,2023-01-15 18:55:32,RT @BavovnaFella: Prosecutor General’s Office names Russian military unit that targeted residential building in Dnipro,,https://www.twitter.com/user/status/1614697811462823937,0,0,1.22
TANKS FOR🇺🇦ASAP,@DavidAbramsons,2023-01-15 18:55:25,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697783126016000,0,0,0.05
CanadianWhisky🇨🇦🇺🇦,@whisky_canadian,2023-01-15 18:55:24,"RT @DevanaUkraine: Today, russians targeted an apartment building in Kherson, where the Red Cross office was located. https://t.co/GbEpe6c5j9",,https://www.twitter.com/user/status/1614697778495504384,0,0,1.91
Gail Ann,@Gail_Ann_Tweetz,2023-01-15 18:55:24,"@PetronellaWyatt Her quietness came right after a Politico writer included her in an article about narcissists, and that writer was brutally targeted online by H/M fans. Some fans used antisemitic attacks including holocaust pictures to harass the author. Someone once said silence is betrayal.",,https://www.twitter.com/user/status/1614697777677717504,0,1,0.01
Sneha Parvathy,@snehaseshan,2023-01-15 18:55:22,RT @RaimaBhatia: #ArchanaGautam is being over targeted now. Makers just used for for the show and now they are degrading her shame on you @BiggBoss @ColorsTV,,https://www.twitter.com/user/status/1614697769314418688,0,0,0.38
Heisenberg,@ABLeo85,2023-01-15 18:55:19,RT @abubakarumer: Over 8000 KMs of farm to market roads were constructed to facilitate the Kissan in transporting their agricultural yield. Along-with targeted &amp;  required subsidies to encourage agricultural growth &amp; investment in this area.,,https://www.twitter.com/user/status/1614697755154284549,0,0,4.36
🤬MAD-AMERICAN74🇺🇸🏴‍☠️,@MadAmerican74,2023-01-15 18:55:18,"RT @iluminatibot: Targeted Individuals (TIs) are people who are illegally harassed, tortured, mind controlled, stalked and spied upon 24/7 by the government.",,https://www.twitter.com/user/status/1614697753690480644,0,0,18.55
CtrlSec,@CtrlSec,2023-01-15 18:55:05,"Targeted #ISIS accounts
https://t.co/MKqAKaXUCY 🏃
https://t.co/xmyquCcjjA
https://t.co/ZnRphtn3D9
#targets #iceisis #opiceisis",,https://www.twitter.com/user/status/1614697699495870468,1,0,56.4
Americawakeup,@Americariseup,2023-01-15 18:55:03,"RT @MAGAgpsmith: @JackPosobiec Every aspect of America must be targeted and destroyed to build a new nation. A nation with no borders, no gender, no independence, no freedom, no American Dream. This is “reimagined America.”",,https://www.twitter.com/user/status/1614697690822242304,0,0,0.44
Dogmama,@1K9luvr,2023-01-15 18:55:01,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697682291023872,0,0,1.45
usa jaun news,@UsaJaun,2023-01-15 18:54:56,"Funeral drive-by shooting that hit girl, 7, was targeted 'revenge' attack claim sources
https://t.co/uLj8RPGLos",,https://www.twitter.com/user/status/1614697661634064384,0,0,13.54
Dick Weiss,@HoopsWeiss,2023-01-15 18:54:50,"xavier coach sean miller saw guard souley boum play at utep when he was still at zona, targeted him in portal. turned out to be great get for musketeers.",,https://www.twitter.com/user/status/1614697633934614528,1,3,45.12
My Info,@hellflower5,2023-01-15 18:54:48,"@VP   #6.   Chronic Pain Patients are dying because illicit fentanyl has created a crisis in our country.  

But legal pain medication is being targeted as the cause of the crisis. 

Why?",,https://www.twitter.com/user/status/1614697627378978816,0,0,0.03
bub,@Bubrub23,2023-01-15 18:54:47,@BruceExclusive Diggs trolling the rookie for thinking he was getting targeted 😂💀,,https://www.twitter.com/user/status/1614697620902903810,0,1,0.68
So nicht,@dontsayaword456,2023-01-15 18:54:42,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697602171150336,0,0,0.11
georgescu_mirela67,@gmirela67,2023-01-15 18:54:38,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697585825955840,0,0,0.22
jgibsonjbrown@gmail.com,@jgibsonjbrown,2023-01-15 18:54:38,"RT @scott_landmann: @knotthatone No idea if this theory is true but:

You think the people who believe the world is overpopulated care?  These people do exist and 60 minutes just promoted one

You think the rich care?  They only care about “the club”

The virus definitively targeted the old and/or less healthy.",,https://www.twitter.com/user/status/1614697585289093120,0,0,0.04
TXHCgal,@CgalTxh,2023-01-15 18:54:29,"RT @sam4Yeshua: @sues86453 @Ctrumpwasright She hates white people because she is a hypocritical racist .
It's unconstitutional.  
Freedom OF speech is not freedom FROM speech she doesn't like . And BTW even hate speech is protected.  Especially the far leftists.  The is censorship.  Targeted censorship. Like shadowbans",,https://www.twitter.com/user/status/1614697548911968256,0,0,3.88
Bart's Mum,@ja022103,2023-01-15 18:54:29,"RT @Scot_Feminists: ""Serial rapist who targeted female victims in toilets &amp; changing rooms is trying to force a move to a women’s prison. Mallon now wants to be called Charlene &amp; has been bragging that he will be in a women’s nick by Easter""
Paging @ShonaRobison #NoToSelfID
https://t.co/Q1Li204dZl",,https://www.twitter.com/user/status/1614697548626681858,0,0,0.52
tal :3,@st4rcndy,2023-01-15 18:54:19,it’s sweet.. if u haven’t watched it u have no idea what it’s like 👍🏽 it’s heartfelt and it’s a show that’s targeted towards adults along w the children… it made me cry multiple times https://t.co/3trpDXuHNu,,https://www.twitter.com/user/status/1614697504334905346,0,0,0.4
Brian Renick 🎙️,@brenick77,2023-01-15 18:54:09,@GoldRush808 Both those guys were late-offseason additions on one-year deals. Omenihu is a guy they targeted and went out and got in a trade. I think they have a higher view of him than they did the other two. It’ll be an interesting offseason with the number of FAs they’re going to have,,https://www.twitter.com/user/status/1614697463042170881,0,0,0.75
Ramo 🐍 | عمر 🇲🇦,@ramolannisters,2023-01-15 18:54:05,@FlLMDORK I’m so mad cause she’d get targeted early now that she won a show 😭,,https://www.twitter.com/user/status/1614697447434997763,0,3,0.96
777☆ ♃,@divineraisoleya,2023-01-15 18:54:04,"RT @bustybunnybrat: @Bob_yonce @DolceDyamond you were pretty condescending from the beginning, and are continuing to be. it wasn’t deadly because we had research and development on it with a speedy, effective, accessible vaccine - the HIV/AIDS didn’t have a vaccine for years bc it targeted gay men and we saw the outcome.",,https://www.twitter.com/user/status/1614697440216756224,0,0,0.32
CtrlSec - 0,@CtrlSec0,2023-01-15 18:54:01,"Targeted #ISIS accounts (new 🔗 format)
https://t.co/vfbJaKkvGN
https://t.co/OFIsbAEUIv 🐷
https://t.co/lqHDlS91eT 👾
#ctrlsec #targets #iceisis #opiceisis",,https://www.twitter.com/user/status/1614697430439677952,0,0,10.71
Books✍🏾,@Exu_Elegbara,2023-01-15 18:54:01,"RT @AtlantisFell: The X-men saving Orchis is like [insert targeted racial/ethnic groups] saving Nazis/Klansmen because they're heroes. 

It's so unserious, and that moderate brainrot I'm afraid the MCU will insert.",,https://www.twitter.com/user/status/1614697429189656578,0,0,0.41
#Democracy,@dontbeCON_d,2023-01-15 18:53:55,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697405882023944,0,0,0.45
Aces Back-to-Back,@mhrob,2023-01-15 18:53:49,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614697379806212098,0,0,0.88
UNKNOWN CODER,@unkn0wnc0der,2023-01-15 18:53:34,"Want to track a missing phone??
iCloud??
Access mails from any targeted Gmail?
Inbox me I'm available 24/7
#CYBER #dropbox #Hacked #Hackedgmail #stolencar #track #trackcycling #trackcar #tracker #cyberattack #cheatsheet",,https://www.twitter.com/user/status/1614697315599618052,0,0,0.54
Naeela,@Naeela506,2023-01-15 18:53:32,RT @ShayanA2307: PML-N have targeted @Jemima_Khan after a picture was posted of us at an APOLITICAL event. @Jemima_Khan has done so much for Pakistan and we must all appreciate her efforts instead of spreading false rumours to undermine her efforts,,https://www.twitter.com/user/status/1614697305931927556,0,0,0.04
Jade Dussart,@JadeDussart,2023-01-15 18:52:56,"RT @HuriaSamira: Outrageous situation as targeted killings continue with zero accountability. Afghanistan is still in conflict,there are still assassinations,suicide attacks &amp; civilians still get killed.This is on top of all the misery that the Taliban have brought taking over 35 million hostage. https://t.co/de6BVLtRp7",,https://www.twitter.com/user/status/1614697156593475584,0,0,1.61
Sayful Bahreen A.Kareem,@saifulbahrinkrm,2023-01-15 18:52:51,"RT @clashreport: Ukrainian OSA air defence system targeted with Russian Lancet kamikaze UAV. 

But the target is actually a decoy. https://t.co/TXFDiswrrY",,https://www.twitter.com/user/status/1614697137710956547,0,0,0.04
Glory,@UPB36519427,2023-01-15 18:52:47,"RT @uwanuruochi: Are you seeing the happenings? When Simon Ekpa said we will drag you all into Biafra you thought he was wrong. Fulani and the zoo has no standard we all are Biafra to them, see Ikenga, Ejimakor &amp; Ohanaeze youth leader targeted are they agitators? We all must join this fight now!",,https://www.twitter.com/user/status/1614697120379944960,0,0,0.09
A,@SceneMusicAdult,2023-01-15 18:52:35,"RT @RealTimeNews10: Folks Auto Thefts is at a very HIGH rate right now. All across the region. It is indeed one of the biggest problems in this area. Kia, Toyota and Honda is being targeted the most from what I'm always hearing. Maybe get a club or other device when parked, and never leave running. https://t.co/pn9Sy8j7BN",,https://www.twitter.com/user/status/1614697070383751171,0,0,0.65
momochi zabuza,@mugiwara_zabuza,2023-01-15 18:52:29,RT @wandaphili: We went out with the GANG to watch the @sharksrugby Vs the @ubbrugby in the European Rugby Championship Cup 🏆 where the sharks targeted the Begles with a pinch of blood🩸 in their tank 🦈 Each Bite Accumulated to 32-3 with a school of spectators at 23k🏟️  Not a site for kids 🫣,,https://www.twitter.com/user/status/1614697044601348100,0,0,0.04
Frack Hazard Reveal,@FrackHazReveal,2023-01-15 18:52:29,"They said Arrest ,Jail and fines for any invites to a  peaceful dinner they didn't want on land they targeted 
 Hey Boys leave the dark side 
 Come over to The light 
 Stop The forced Birthers
 From stopping access to drug stores",,https://www.twitter.com/user/status/1614697042630119425,0,0,14.46
Ed Cottrell,@EdInHouston,2023-01-15 18:52:26,"❌ Based on how Twitter has handled recent reports I've submitted, allowing all kinds of hatred and targeted, mass-scale harassment, as long as it stops short of a single tweet containing both a threat of physical violence and personal information

4/8",,https://www.twitter.com/user/status/1614697032177917956,0,0,0.3
Asharora,@Asmanseoocha,2023-01-15 18:52:21,RT @RaimaBhatia: #ArchanaGautam is being over targeted now. Makers just used for for the show and now they are degrading her shame on you @BiggBoss @ColorsTV,,https://www.twitter.com/user/status/1614697010300338176,0,0,0.04
Scorpio 🇨🇦🇺🇦👍,@tm8093,2023-01-15 18:52:16,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614696990990028801,0,0,0.32
🦕 Stoat 🟥 No to Self ID 🟥 #SexMatters🦖,@StoatlyL,2023-01-15 18:52:10,"RT @NoXY_USA: @NYSA_Majority @NYSenate @NYS_AM @GovKathyHochul NY Assembly #Bill709 not only *invites* this, but also would make it near impossible for officials at @NYSDOCCS to deny such a request.
Rape monster who targeted female victims demands move to WOMEN'S prison https://t.co/kgGHEhNzSv",,https://www.twitter.com/user/status/1614696963206692864,0,0,16.41
Lepolve Varpilah,@Polve,2023-01-15 18:52:09,"@AnnieLennox This is sad. He was high, on drug, clearly hallucinating, hit and run, acknowledging to the cop that it was his car,  then running because he is been “targeted”. We in the Great USA are debating that the death penalty was justify. Damm go U.S.A.  this is cold.",,https://www.twitter.com/user/status/1614696959436259329,0,0,0.0
CtrlSec - 0,@CtrlSec0,2023-01-15 18:52:02,"Targeted #ISIS accounts (new 🔗 format)
https://t.co/WkCxJ7c1Wo 👾
https://t.co/Kp55bdQta6
https://t.co/8WHV0Q8orN
#ctrlsec #targets #iceisis #opiceisis",,https://www.twitter.com/user/status/1614696929232838657,0,0,10.71
The Blackhanders,@theblackhanders,2023-01-15 18:51:56,"All these people are being targeted by Right Wing’s…..and to an extent MSM’s (normalizing Trump’s corruption and treason) stochastic terrorism. They are being brainwashed, duped, and triggered. The result becomes violence. Suicidal or homicidal. And Trump gets a fine for a mil? https://t.co/aRSifc1OG4",,https://www.twitter.com/user/status/1614696904578985984,0,0,2.66
Gabriel Gaetano,@gaetano_gabriel,2023-01-15 18:51:53,"RT @ChuckPfarrer: WAR ON CITIES: A RU missile targeted an apartment block in the UKR city of Dnipro. 23 civilians are dead, 73  were wounded. 43 others are reported missing &amp;  Dnipro's Mayor says the chances of pulling additional survivors from the wreckage are ""minimal."" https://t.co/zEHb9clOxc https://t.co/NjFAcM8xhL",,https://www.twitter.com/user/status/1614696892939599873,0,0,1.7
EDF,@EileenDiana,2023-01-15 18:51:50,"RT @MAGAgpsmith: @JackPosobiec Every aspect of America must be targeted and destroyed to build a new nation. A nation with no borders, no gender, no independence, no freedom, no American Dream. This is “reimagined America.”",,https://www.twitter.com/user/status/1614696878960160768,0,0,7.52
kc.,@lunaaa_xx,2023-01-15 18:51:48,@baddiebaits @dlnotdl Fellow gay too and doesn’t seem like a hate crime. Seems like they got drunk and he even stated it in his IG saying he knew he was drinking a bit. Yes what security did was wrong but it wasn’t a targeted hate crime. Just don’t barge in when you get kicked out.,,https://www.twitter.com/user/status/1614696870605107200,0,19,0.25
Nicolasriveragz,@Nicolasriveragz,2023-01-15 18:51:45,"RT @NOELreports: In the Bakhmut direction, a Russian BMP was targeted and destroyed. https://t.co/KOPGUKk7yo",,https://www.twitter.com/user/status/1614696860907716609,0,0,0.13
𝐑𝐊™,@itis_RK,2023-01-15 18:51:43,"RT @KPM_Offi: Targeted audience ey telugu mattum thaan but hindi belt lam out of the box nethu mattum 80% jump in collections inaiki evlo nu theriyala 🥶

#VarisuHindi (Mumbai)
https://t.co/3JmiZ5Kr0Z",,https://www.twitter.com/user/status/1614696850904481792,0,0,1.56
faros,@donfaros,2023-01-15 18:51:41,@BUK_HomeOffice the new world order you are targeted for destruction https://t.co/fqZMkZ4SoW,,https://www.twitter.com/user/status/1614696842909843456,0,0,0.23
Biruni,@ReAfghanistan,2023-01-15 18:51:39,"@DrF25x J. Haqqani was a field commander, and all the field commanders met occasionally.  Later, J. Haqqani became the minister of the Islamic State of Afg. You would think he would meet other ministers like ASM. HQN became a terror group starting in the 2000s when they targeted civilian https://t.co/M3Y3tAjZUR",,https://www.twitter.com/user/status/1614696832558592000,0,3,0.71
